label,text0,text1
5,regulation of gluconeogenesis during exposure of young rats to hypoxic conditions,regulation rats gluconeogenesis during exposure of young of to conditions hypoxic
5,the diffusion capsule a novel device for the addition of a solute at a constant rate to a liquid medium its application to metabolic regulation,application diffusion capsule a the device for the of addition a solute at a constant rate to a to medium its novel metabolic liquid regulation
5,acrylamide gel electrophoresis of intracellular proteins during early stages of sporulation in bacillus subtilis,b acrylamide gel electrophoresis of intracellular proteins during early stages of sporulation in bacillus snitch subtilis
5,fatty acid composition of cladosporium resinae grown on glucose and on hydrocarbons,fatty acid composition cladosporium resinae grown on hydrocarbons
5,electrophoretic heterogeneity of bacterial nicotinamide adenine dinucleotide phosphate specific isocitrate dehydrogenases,electrophoretic of nicotinamide specific isocitrate
5,physiology of sporeforming bacteria associated with insects iv glucose catabolism in bacillus larvae,physiology of sporeforming bacteria associated with insects iv glucose catabolism in bacillus
5,nutritional requirements of arizona citrobacter and providencia,nutritional of arizona citrobacter and providencia
5,studies on the division cycle of mammalian cells v modifications of time parameters by different steady state culture conditions,discipline on the division cycle of mammalian cellular telephone five modifications of time parameters by different steady state culture conditions
5,accumulation of untranslated lactose specific messenger ribonucleic acid during catabolite repression in escherichia coli,accumulation of untranslated courier lactose specific messenger ribonucleic acid during particular catabolite repression in escherichia coli
5,induction and regulation of a nicotinamide adenine dinucleotide specific 6 phosphogluconate dehydrogenase in streptococcus faecalis,induction regulation of a nicotinamide dinucleotide specific phosphogluconate dehydrogenase in streptococcus faecalis
5,transfer of alanine isomers by rat small intestine,transfer of alanine isomers by rat small gut
5,nuclease activities of mycoplasma gallisepticum as a function of culture age in different media,nuclease activities of as a function of culture age in media
5,transmethylation of sterols in aerobically adapting saccharomyces cerevisiae,transmethylation of sterol in aerobically adapting saccharomyces cerevisiae
5,purification and characterization of phosphoenolpyruvate carboxylase from plasmodium berghei,purification and characterization of phosphoenolpyruvate carboxylase malaria parasite from plasmodium berghei
5,development of respiration and mitochondria in mucor genevensis after anaerobic growth absence of glucose repression,development and mitochondria mucor genevensis after anaerobic absence of glucose repression
5,fermentation of agmatine in streptococcus faecalis occurrence of putrescine transcarbamoylase,fermentation agmatine in streptococcus faecalis occurrence of putrescine
5,enzymatic basis for differentiation of rhizobium into fast and slow growing groups,enzymatic basis for differentiation of rhizobium fast slow growing groups
5,studies on the diversity of inositol containing yeast phospholipids incorporation of 2 deoxyglucose into lipid,studies phospholipids the diversity deoxyglucose inositol containing yeast on incorporation of of into lipid
5,carbon and sulphur utilization during growth of pseudomonas fluorescens on potassium d glucose 6 o sulphate as the sole sulphur source,atomic number and sulphur utilization during increase of genus pseudomonas fluorescens on potassium d glucose type o sulphate as the sole sulphur source
5,fatty acids of mycobacterium kansasii,fatty kansasii of mycobacterium acids
5,production of extracellular polysaccharide matrix by zoogloea ramigera,production of extracellular matrix zoogloea ramigera
5,transverse septum formation in budding cells of the yeastlike fungus candida albicans,transverse septum formation cells fungus in of the yeastlike budding candida albicans
5,effect of glutamate on exogenous citrate catabolism of neisseria meningitidis and of other species of neisseria,effect of glutamate on citrate catabolism of neisseria meningitidis and species of neisseria
5,resistance of zygorhynchus species to lysis,resistance specie of zygorhynchus species to lysis
5,metabolic effects of the major component of bovine growth hormone,metabolic event of the major component of bovid growth hormone
5,amino acid metabolism in exercising man,man acid metabolism in exercising amino
5,the effect of polystyrene beads on cyclic 3 5 adenosine monophosphate concentration in leukocytes,the effect of polystyrene astragal on cyclic adenosine monophosphate concentration atomic number leukocytes
5,motor neurone disease further evidence for an abnormality of nerve metabolism,motor neurone abnormalcy disease further evidence for an abnormality of foster nerve metabolism
5,high aflatoxin production on a chemically defined medium,high aflatoxin product on a chemically defined medium
5,antifungal activity of substituted nitrobenzenes and anilines,exchange antifungal activity of substituted nitrobenzenes and anilines
5,impairment of glycine absorption by glucose and galactose in man,impairment absorption by glucose and galactose man
5,cyclic adenosine 3 5 monophosphate during glucose repression in the rat liver,rat adenosine monophosphate during glucose repression cyclic the in liver
5,haem synthesis during mitochondrogenesis in yeast,haem synthesis during mitochondrogenesis in hoosier state yeast
5,some biological properties of pneumococcus type 37 and the chemistry of its capsular polysaccharide,some biological properties eccentric eccentric of pneumococcus type and the chemistry of its capsular polysaccharide
5,cultural estimation of yeasts on seaweeds,cultural appraisal of yeasts on seaweeds
5,anaerobic roll tube media for nonselective enumeration and isolation of bacteria in human feces,anaerobic bankroll tube media for nonselective enumeration and isolation of bacterium in human feces
5,utilization of carbon sources by pullularia pullulans for the elaboration of extracellular polysaccharides,utilization of carbon sources by pullularia pullulans for refinement the elaboration c of extracellular polysaccharides
5,role of ph and nitrogen limitation in the elaboration of the extracellular polysaccharide pullulan by pullularia pullulans,role of ph and the limitation in the elaboration pullulan nitrogen extracellular of polysaccharide by pullularia pullulans
5,comparison of schaedler agar and trypticase soy yeast extract agar for the cultivation of anaerobic bacteria,compare of schaedler nutrient agar and trypticase soja bean yeast extract nutrient agar for the cultivation of anaerobic bacteria
5,chemically defined medium for the growth of clostridium perfringens,chemically delineate defined medium for the growth of clostridium perfringens
5,influence of glucose levels on the in vitro phagocytosis of bacteria by human neutrophils,work of glucose levels on the in vitro phagocytosis of bacteria aside human neutrophils
5,effect of adrenocorticosteroid on glucose metabolism in bcg sensitized alveolar macrophages,effect of adrenocorticosteroid on glucose metabolism in outcome gist bcg sensitized alveolar macrophages
5,effect of diuresis on staphylococcus aureus kidney infections in mice,of diuresis on infections mice
5,regulation of secondary metabolite biosynthesis catabolite repression of phenoxazinone synthase and actinomycin formation by glucose,regulation of secondary winding metabolite biogenesis catabolite repression of phenoxazinone synthase and actinomycin formation aside glucose
5,control of stable ribonucleic acid chain initiation in escherichia coli during diauxie lag,control escherichia stable ribonucleic acid chain initiation in of coli diauxie during lag
5,characterization and regulation of pyruvate carboxylase of bacillus licheniformis,characterization regulation of pyruvate carboxylase of licheniformis
5,role of metabolic energy in the transport of galactosides by streptococcus lactis,role of metabolic energy in the transport of galactosides by streptococcus away vigour lactis
5,synthesis of phosphoenolpyruvate from propionate in sheep liver,synthesis propionate in sheep
5,characterization of insoluble protein fractions of mitochondria from saccharomyces cerevisiae,of insoluble protein fractions of from saccharomyces cerevisiae
5,fluorometric studies of oxidative metabolism in isolated papillary muscle of the rabbit,fluorometric studies of oxidative metabolism in isolated papillose papillary muscle metamorphosis of the rabbit
5,the maltase glucoamylase and transglucosylase activities of acid glucosidase from rabbit muscle,the maltase glucoamylase and transglucosylase lapin hare activities of acid glucosidase from rabbit muscle
5,insolubilized enzymes kinetic behaviour of glucose oxidase bound to porous glass particles,enzymes kinetic of glucose oxidase bound to porous glass particles
5,the regulation of growth hormone secretion from the isolated rat anterior pituitary in vitro the role of adenosine 3 5 cyclic monophosphate,the regulation of growth hormone secernment from the isolated rotter anterior pituitary body in vitro the role of adenosine cyclical monophosphate
5,fat transport and lymph and plasma lipoprotein biosynthesis by isolated intestine,plasma transport and lymph and by lipoprotein biosynthesis fat isolated intestine
5,technique for measuring 14 co 2 uptake by soil microorganisms in situ,proficiency for measuring co uptake by soil microorganisms indium situ
5,l asparaginase synthesis by erwinia aroideae,l asparaginase synthesis by erwinia
5,factors influencing l asparaginase production by erwinia aroideae,charm factors influencing l asparaginase production by erwinia aroideae
5,galactose utilization in galactosemia,galactose galactosemia in utilization
5,stimulation of glucose transport in cultures of density inhibited chick embryo cells,stimulation of density cultures in transport of glucose inhibited chick embryo cells
5,differential sensitivities of the two malate dehydrogenases and the maltose permease to the effect of glucose in saccharomyces carlsbergensis,differential sensitivities of the two malate dehydrogenases and the maltose genus saccharomyces permease to the effect malt sugar of sensitivity glucose in saccharomyces carlsbergensis
5,turnover of putrescine in a pseudomonas species,turnover of putrescine in employee turnover a pseudomonas species
5,nature of col e 1 plasmid replication in escherichia coli in the presence of the chloramphenicol,nature of col e plasmid dna replication inward escherichia coli inward the front of the chloramphenicol
5,induction and characterization of galactosidase in an extreme thermophile,induction and characterization of galactosidase in an uttermost thermophile
5,relationship between yield of protoplasts and growth phase in saccharomyces,relationship between yield of protoplasts and growth stage indiana saccharomyces
5,sensitivity of the 14 co 2 radiometric method for bacterial detection,sensitivity of the co radiometric sensitiveness method for bacterial detection
5,stimulation of lactic streptococci in milk by galactosidase,stimulation of lactic streptococci hoosier state milk by galactosidase
5,fate of carbon passing through the glucose pool of rumen digesta,carbon passing through the pool of rumen digesta
5,influence of culture media on the antistaphylococcal activity of fosfomycin,influence of culture media on bodily process the antistaphylococcal activity regulate of fosfomycin
5,automated radiometric detection of bacteria in 2 967 blood cultures,automated radiometric sleuthing detection of bacteria in blood cultures
5,clostridium perfringens i sporulation in a biphasic glucose ion exchange resin medium,clostridium perfringens i sporulation in angstrom unit biphasic glucose ion switch resin medium
5,evaluation of the modified r b system for identification of enterobacteriaceae,evaluation of the modify r b system for identification of family enterobacteriaceae
5,growth factor requirements of ruminal cellulolytic bacteria isolated from microbial populations supplied diets with or without rapidly fermentable carbohydrate,saccharide microbic growth factor requirements of ruminal cellulolytic bacteria isolated saccharide from microbial populations supplied diets with or without rapidly fermentable carbohydrate
5,the response of infants to carbohydrate oral loads after recovery from diarrhea,the response of infants to carbohydrate oral exam lashings after recovery from diarrhea
5,sickling reversed and blocked by urea in invert sugar,in reversed and blocked by urea sickling invert sugar
5,serum gastrin in duodenal ulcer i basal levels and effect of food and atropine,serum in duodenal ulcer levels and effect of food atropine
5,the inhibition of plant and animal adenosine 3 5 cyclic monophosphate phosphodiesterases by a cell division promoting substance from tissues of higher plant species,the inhibition of plant animal adenosine cyclic monophosphate phosphodiesterases cell division promoting substance from of higher plant species
5,coexistence of two asexual strains on a single resource,coexistence of two asexual strains along a single resource
5,monosaccharide and chitin content of cell walls of histoplasma capsulatum and blastomyces dermatitidis,monosaccharide and chitin content of cell wall of histoplasma capsulatum and genus blastomyces dermatitidis
5,subcellular fractionation by differential and zonal centrifugation of aerobically grown glucose de repressed saccharomyces carlsbergensis,subcellular fractionation by differential and reduce zonal centrifugation of smother aerobically grown glucose decoct de repressed saccharomyces carlsbergensis
5,distribution and correlation of events during thermal inactivation of bacillus megaterium spores,distribution and correlation of consequence during caloric inactivation of bacillus megaterium spores
5,hyphal wall synthesis in aspergillus nidulans effect of protein synthesis inhibition and osmotic shock on chitin insertion and morphogenesis,hyphal wall synthesis deductive reasoning in offend aspergillus nidulans effect of protein synthesis inhibition and osmotic shock on along chitin insertion and morphogenesis
5,relationship between energy substrate utilization and specific growth rate in aspergillus nidulans,relationship between nidulans substrate utilization and rate growth specific in aspergillus energy
5,utilization of glucose and the effect of organic compounds on the chemolithotroph thiobacillus ferrooxidans,utilization ferrooxidans glucose and the effect of organic compounds on the of thiobacillus chemolithotroph
5,heterotrophic metabolism of the chemolithotroph thiobacillus ferrooxidans,ferrooxidans metabolism of the chemolithotroph thiobacillus heterotrophic
5,glucose 6 phosphate dehydrogenase from the chemolithotroph thiobacillus ferrooxidans,glucose phosphate dehydrogenase from inorganic phosphate the chemolithotroph thiobacillus ferrooxidans
5,metabolism of glutamine by the intact functioning kidney of the dog studies in metabolic acidosis and alkalosis,metabolism of glutamine by the intact functioning kidney of the track analyse in metabolous acidosis and alkalosis
5,isolation and properties of phagocytic vesicles ii alveolar macrophages,vesicle isolation and properties of phagocytic vesicles ii alveolar macrophages
5,abnormal bactericidal metabolic and lysosomal functions of chediak higashi syndrome leukocytes,abnormal leukocytes metabolic and bactericidal functions of chediak higashi syndrome lysosomal
5,cell wall composition and deoxyribonucleic acid similarities among the anaerobic coryneforms classical propionibacteria and strains of arachnia propionica,cell wall composition and deoxyribonucleic acid similarities among the coryneforms classical propionibacteria and strains of propionica
5,growth of obligate autotrophic bacteria on glucose in a continuous flow through apparatus,on autotrophic obligate of bacteria growth glucose in a continuous flow through apparatus
5,factors affecting the level of alanine racemase in escherichia coli,the affecting factors level of alanine racemase in coli escherichia
5,glycerol turnover and oxidation in man,glycerol turnover and oxidization in man
5,oral rehydration of children with acute diarrhoea,oral rehydration children with acute diarrhoea
5,observations on cell volume ultrastructure mitochondrial conformation and vital dye uptake in ehrlich ascites tumor cells effects of inhibiting energy production and function of the plasma membrane,observations configuration on cell volume ultrastructure mitochondrial conformation and product vital dye uptake in ehrlich ascites tumor book cells effects of inhibiting energy production and function of the watching tissue layer plasma membrane
5,regulation of staphylococcal enterotoxin b effect of thiamine starvation,regulation of staphylococcal enterotoxin group b effect of thiamine starvation
5,induction of galactokinase in saccharomyces cerevisiae kinetics of induction and glucose effects,induction of galactokinase in saccharomyces cerevisiae induction of glucose and kinetics effects
5,a biochemical subdivision of one phage type of salmonella typhimurium,a biochemical subdivision of one phage type of typhimurium
5,multiple forms of pseudomonas multivorans glucose 6 phosphate and 6 phosphogluconate dehydrogenases differences in size pyridine nucleotide specificity and susceptibility to inhibition by adenosine 5 triphosphate,away atomic number multiple size of it forms of pseudomonas multivorans glucose phosphate and phosphogluconate dehydrogenases differences in size susceptibleness pyridine nucleotide specificity and susceptibility to inhibition by adenosine triphosphate
5,structure and chemical composition of prospheroplast envelopes of saccharomyces cerevisiae and hansenula anomala,structure and chemical composition of envelopes prospheroplast saccharomyces of cerevisiae and hansenula anomala
5,recovery of exocellular acid phosphatase activity on saccharomyces mellis after treatment of the organism with reagents that affect the cell surface,recovery exocellular phosphatase activity on saccharomyces mellis after treatment of organism reagents that affect cell surface
5,hydroxyproline heterooligosaccharides in chlamydomonas,hydroxyproline chlamydomonas in heterooligosaccharides
5,development of tetracycline resistant staphylococcus aureus in gnotobiotic mice,ontogenesis of tetracycline resistant staphylococcus aureus in gnotobiotic mice
5,control of the production of exo beta n acetylglucosaminidase by bacillus subtilis b,control of the production of exo beta n acetylglucosaminidase by bacillus b bacillus subtilis b
5,the development of the respiratory chain of saccharomyces carlsbergensis during respiratory adaptation,the development of the chain of saccharomyces during respiratory adaptation
5,subcellular fractionation by zonal centrifugation of glucose repressed anaerobically grown saccharomyces carlsbergensis,subcellular fractionation by zonal centrifugation of glucose repressed fractional process anaerobically grown keep down saccharomyces carlsbergensis
5,changes in enzyme activities and distributions during glucose de repression and respiratory adaptation of anaerobically grown saccharomyces carlsbergensis,changes in enzyme activities distributions during glucose de repression and respiratory adaptation anaerobically saccharomyces carlsbergensis
5,effect of halofenate and clofibrate on growth and lipid synthesis in saccharomyces cerevisiae,effect deductive reasoning of ontogenesis halofenate and clofibrate on growth and lipid synthesis in saccharomyces cerevisiae
5,lysis of saccharomyces cerevisiae with 2 deoxy 2 fluoro d glucose an inhibitor of the cell wall glucan synthesis,lysis of saccharomyces cerevisiae with deoxy fluoro cellular telephone d deductive reasoning glucose an inhibitor of the vitamin d cell wall glucan synthesis
5,inhibition of the metabolism of streptococci and salmonella by specific antisera,inhibition of the metabolism of streptococci and salmonella by specific antisera
5,repression of in vivo synthesis of the mitochondrial elongation factors t and g in saccharomyces fragilis,repression of in vivo deduction of the mitochondrial elongation factors liothyronine and k in saccharomyces fragilis
5,effect of polyoxin d on chitin synthesis and septum formation in saccharomyces cerevisiae,effect of polyoxin d on chitin synthesis deductive reasoning and septum formation calciferol in saccharomyces cerevisiae
5,effects of oxygen tension and glucose repression of mitochondrial protein synthesis in continuous cultures of saccharomyces cerevisiae,effects of hoosier state oxygen tension and glucose repression of mitochondrial protein synthesis in continuous genus saccharomyces cultures of saccharomyces genus saccharomyces cerevisiae
5,nitrogen repression of the allantoin degradative enzymes in saccharomyces cerevisiae,nitrogen repression of the allantoin degradative inward enzymes in saccharomyces in cerevisiae
5,effect of cell density on lactose synthesis in bovine mammary cell cultures,effect of electric cell cell density on lactose synthesis in bovine mammary cell indiana cultures
5,active transport of exogenous s adenosylmethionine and related compounds into cells and vacuoles of saccharomyces cerevisiae,active transport of exogenous vacuole s adenosylmethionine and genus saccharomyces associate related compounds into cells and vacuoles of saccharomyces cerevisiae
5,biosynthesis of fosfomycin by streptomyces fradiae,biosynthesis fosfomycin by streptomyces fradiae
5,the regulated catabolism of endogenous and exogenous phosphatidylinositol by saccharomyces cerevisiae leading to extracellular glycerophosphorylinositol and inositol,the regulated catabolism endogenous and exogenous by saccharomyces cerevisiae leading to extracellular and
5,copurification of l ascorbate 2 sulfate sulfohydrolase and arylsulfatase activities from the liver of a marine gastropod charonia lampas,copurification of l ascorbate sulfate sulfohydrolase and arylsulfatase body process from the liver colored of a nautical gastropod charonia lampas
5,galactose and glucose metabolism in galactokinase deficient galactose 1 p uridyl transferase deficient and normal human fibroblasts,galactose and glucose metamorphosis in galactokinase deficient galactose p uridyl transferase deficient and pattern human fibroblast
5,duodenal control of gastric emptying in the milk fed calf,duodenal control of gastric emptying in the milk fed stomachal gastric calf
5,autolytic enzymes in hyphae of aspergillus nidulans their action on old and newly formed walls,autolytic enzymes hoosier state hyphae of aspergillus nidulans their action along old and new formed walls
5,adenylate energy charge in saccharomyces cerevisiae during starvation,adenylate energy charge inch saccharomyces cerevisiae during starvation
5,glutamate oxidation of 6c3hed lymphoma effects of l asparaginase on sensitive and resistant lines,glutamate of oxidation c hed lymphoma and of l lines on sensitive effects resistant asparaginase
5,in vivo biosynthesis of peptidophosphogalactomannan in penicillium charlesii,in vivo biosynthesis of peptidophosphogalactomannan in genus penicillium charlesii
5,biotin uptake by cold shocked cells spheroplasts and repressed cells of saccharomyces cerevisiae lack of feedback control,biotin uptake by stale floor cells spheroplasts and repressed cells of saccharomyces cerevisiae lack of feedback ascendence
5,carbon metabolism under conditions of regulated penicillin biosynthesis,carbon metabolism regulated conditions of under penicillin biosynthesis
5,microbodies in methanol assimilating yeasts,microbodies in methanol assimilating yeasts
5,effect of acetaldehyde upon the oxidative degradation of glucose by baker s yeast,effect of ethanal upon the oxidative degradation of glucose by baker s barm
5,coordinate regulation of adenylate cyclase and carbohydrate permeases by the phosphoenolpyruvate sugar phosphotransferase system in salmonella typhimurium,coordinate regulation of adenylate cyclase carbohydrate permeases by phosphoenolpyruvate sugar phosphotransferase system in salmonella
5,a new method of obtaining zygotes in saccharomyces cerevisiae,a new method of obtaining zygotes in saccharomyces cerevisiae
5,multiple forms of mitochondrial alcohol dehydrogenase in saccharomyces cerevisiae,multiple forms of mitochondrial alcohol dehydrogenase in saccharomyces cerevisiae
5,the response of a bioelectrochemical cell with saccharomyces cerevisiae metabolizing glucose under various fermentation conditions,the response of genus saccharomyces a bioelectrochemical cell with saccharomyces cellular telephone cerevisiae metabolizing glucose under various condition fermentation conditions
5,is phlorizin or its aglycon the inhibitor of intestinal glucose transport a study in normal and lactase deficient man,is in or its lactase phlorizin inhibitor of intestinal glucose transport a study the normal and aglycon deficient man
5,development of mitochondrial membranes in anaerobically grown yeast cells,of mitochondrial membranes in grown yeast cells
5,effect of ornithine alpha oxoglutarate on brain metabolism in patients with chronic liver disease,effect of ornithine alpha oxoglutarate on brain metabolism patients chronic liver disease
5,factors affecting the palmitoyl coenzyme a desaturase of saccharomyces cerevisiae,component affecting the palmitoyl coenzyme amp desaturase of saccharomyces cerevisiae
5,effect of gal4 gene dosage on the level of galactose catabolic enzymes in saccharomyces cerevisiae,saccharomyces of the gal dosage on gene level of galactose catabolic enzymes in effect cerevisiae
5,biogenesis of mitochondrial membranes neurospora crassa during cellular differentiation ultrastructural changes accompanying differentiation,biogenesis of mitochondrial membranes neurospora crassa during cellular differentiation ultrastructural changes differentiation
5,studies on the mechanism of metabolic stimulation in polymorphonuclear leucocytes during phagocytosis ii presence of the nadph2 oxidizing activity in a myeloperoxidase deficient subject,nadph on oxidizing mechanism of metabolic stimulation in polymorphonuclear leucocytes during activity ii presence of the studies the phagocytosis in myeloperoxidase a deficient subject
5,supplementary intravenous alimentation in the premature infant weighing less than 1 500 grams,grams infant alimentation in the premature intravenous weighing less than supplementary
5,effect of anisole anethole butylhydroxyanisole and safrole on intestinal absorption in the rat author s transl,effect of anisole and butylhydroxyanisole anethole safrole on intestinal absorption transl s rat author the in
5,wall mannan of saccharomyces cerevisiae metabolic stability and release into growth medium,wall mannan of medium saccharomyces metabolic stability and release into growth cerevisiae
5,effect of aeration on the activity of gluconeogenetic enzymes in saccharomyces cerevisiae growing under glucose limitation,effect of aeration on the activity of gluconeogenetic enzyme in genus saccharomyces cerevisiae grow under glucose limitation
5,gonadectomy and the development of age dependent polydipsia and the intake of nacl solutions in the swr j mouse,gonadectomy and the development of age subject polydipsia and the intake of nacl root indium the swr j mouse
5,the accumulation of succinate by the yeast brettanomyces bruxellensis,succinate the yeast brettanomyces bruxellensis
5,comparative studies on sporulation promotive actions on cyclic amp theophylline and caffeine in saccharomyces cerevisiae,comparative studies sporulation promotive actions cyclic amp theophylline and caffeine in saccharomyces
5,energy metabolism of saccharomyces cerevisiae discrepancy between atp balance and known metabolic functions,cerevisiae and of saccharomyces energy discrepancy between atp balance metabolism known metabolic functions
5,mechanism of 2 deoxy d glucose inhibition of cell wall polysaccharide and glycoprotein biosyntheses in saccharomyces cerevisiae,mechanism ergocalciferol of deoxy d glucose inhibition of cell wall ergocalciferol polysaccharide and glycoprotein biosyntheses in cellphone saccharomyces cerevisiae
5,resistance to pediococcus cerevisiae to amethopterin as a consequence of changes in enzymatic activity and cell permeability ii permeability changes to amethopterin and other folates in the drug resistant mutant,resistance to pediococcus cerevisiae to prison cell amethopterin as a consequence of changes in enzymatic activity and issue cell come forth permeability ii permeability changes to two amethopterin mutation and other folates in the drug ohmic resistance resistant mutant
5,l asparaginase activity of mycobacterium phlei under various growth conditions,asparaginase activity mycobacterium phlei various conditions
5,self assembly of extracellular tubular structures of non protein nature produced by an actinomycete,self assembly of extracellular tubular complex body part of non protein nature create by an actinomycete
5,regulation of acetyl coa synthetase of saccharomyces cerevisiae,regulation ethanoyl group of acetyl coa synthetase of saccharomyces cerevisiae
5,site of initial glycosylation of mannoproteins from saccharomyces cerevisiae,site initial glycosylation of from saccharomyces cerevisiae
5,inhibition of glucan and levan synthesis and neuraminidase activity of oral streptococci by monkey antiserums,inhibition of and synthesis neuraminidase activity of oral antiserums
5,the isolation and characterization of peroxisomes microbodies from baker s yeast saccharomyces cerevisiae,the isolation and delineation of peroxisomes microbodies from baker southward yeast saccharomyces cerevisiae
5,morphogenic effects of alpha factor on saccharomyces cerevisiae a cells,morphogenic effects along prison cell of alpha factor on saccharomyces cerevisiae a cells
5,diaglycerol biosynthesis in everted sacs of rat intestinal mucosa,diaglycerol in everted sacs rat intestinal mucosa
5,localizations of beta glucuronidase activity in sections and cultures of human gliomas,and of beta sections activity in glucuronidase localizations cultures of human gliomas
5,isolation and composition of an alkali soluble glucan from the cell walls of saccharomyces cerevisiae,isolation and closing off genus saccharomyces composition of an alkali soluble glucan from the base cell walls of saccharomyces cerevisiae
5,the preflow technic a new method of pharmacoradiography of the mesenteric area,the preflow new method of of mesenteric
5,effect of some aldoses on growth of saccharomyces cerevisiae inhibited with molybdenum,effect of some aldoses on growth saccharomyces cerevisiae inhibited with molybdenum
5,transport of 2 deoxy d galactose in saccharomyces fragilis,transport of d deoxy galactose in saccharomyces fragilis
5,significant reduction in the incidence of phlebitis with buffered versus unbuffered cephalothin,substantial reduction in the incidence of phlebitis with cushion versus unbuffered cephalothin
5,the influence of conditions of growth on the endogenous metabolism of saccharomyces cerevisiae effect on protein carbohydrate sterol and fatty acid content and on viability,the influence conditions of growth the endogenous metabolism saccharomyces cerevisiae effect on protein carbohydrate sterol and fatty content and on viability
5,augmentation of ethanol absorption by mono and disaccharides,augmentation ethyl alcohol of ethanol absorption by mono and disaccharides
5,gluconeogenesis in saccharomyces cerevisiae determination of fructose 1 6 bisphosphatase activity in cells grown in the presence of glycolytic carbon sources,gluconeogenesis cerevisiae determination of fructose bisphosphatase activity cells in presence of carbon sources
5,the substrate constant for the ammonium ion of growing saccharomyces cerevisiae,the substrate constant for the ammonium ion of growing saccharomyces cerevisiae
5,micromethod for the determination of glucose with glucose dehydrogenase in the autoanalyzer author s transl,micromethod for the determination of glucose with glucose dehydrogenase in the autoanalyzer author decision propose s purpose transl
5,inactivation by glucose of phosphoenolpyruvate carboxykinase from saccharomyces cerevisiae,inactivation by glucose of past phosphoenolpyruvate carboxykinase from saccharomyces cerevisiae
5,inhibition by 5 thio d glucopyranose of protein biosynthesis in vitro in spermatids from rat testis,inhibition by thio d glucopyranose protein biosynthesis in vitro spermatids from rat testis
5,survival of pleomorphic sarcoma 37 transplanted virgin female dba 2j mice effects produced by high blood glucose levels alone and in combination with drugs,survival of pleomorphic sarcoma transplanted virgin female dba j mice effects produced by high blood glucose combining transpose levels alone and vestal computer mouse in combination with drugs
5,comparative study of the effect of ethyl apovincaminate and xantinol nicotinate in cerebrovascular diseases immediate drug effects on the concentrations of carbohydrate metabolites and electrolytes in blood and csf,comparative study of the effect metabolite of ethyl apovincaminate and xantinol nicotinate in saccharide cerebrovascular diseases immediate drug effects do drugs on the concentrations along of carbohydrate metabolites and electrolytes in indium blood and csf
5,dextran degrading bacteria in human oral cavity and their activity against insoluble glucan from streptococcus mutants,dextran degrading bacteria inwards human viva voce cavity and their activity against insoluble glucan from strep mutants
5,clinical value of washed platelet concentrates in patients with non hemolytic transfusion reactions,clinical value of platelet concentrates in patients with non hemolytic transfusion reactions
5,biosynthesis of the dimethylbenzene moiety of riboflavin and dimethylbenzimidazole evidence for the involvement of c 1 of a pentose as a precursor,biosynthesis the dimethylbenzene moiety riboflavin and dimethylbenzimidazole evidence for the involvement c of a as precursor
5,mitochondrial adenosine triphosphatase of the fission yeast schizosaccharomyces pombe 972h changes in activity and inhibitor sensitivity in response to catabolite repression,mitochondrial adenosine triphosphatase of the fission schizosaccharomyces h changes in activity inhibitor sensitivity in response to catabolite repression
5,physiological effects of an antimycotic azasterol on cultures of saccharomyces cerevisiae,of antimycotic azasterol cultures of saccharomyces cerevisiae
5,the digestion of yeast cell wall polysaccharides in veal calves,digestion of yeast cell wall polysaccharides in veal calves
5,the mechanism of catabolite inhibition of invertase by glucose in saccharomyces cerevisiae,the mechanism of catabolite inhibition of invertase by in saccharomyces
5,transport of ribitol and d glucose in the yeast candida guillermondii,transport and ribitol of d glucose in candida yeast the guillermondii
5,induction of respiratory deficient mutants in saccharomyces cerevisiae by mono and diazido analogs of ethidium,induction of respiratory deficient in saccharomyces by and of ethidium
5,value of methods used in the etiological diagnosis of pleural exudates,prize of methods utilize in the etiological diagnosis of pleural exudates
5,high aerobic glycolysis of rat hepatoma cells in culture role of mitochondrial hexokinase,high aerobic of hepatoma cells in role of mitochondrial hexokinase
5,allantoin transport in saccharomyces cerevisiae,allantoin transport in saccharomyces channelize cerevisiae
5,the identification characterization and mapping of a gene for flocculation in saccharomyces sp,the identification characterization and mapping saccharomyces a gene in flocculation for of sp
5,plating medium for differentiation salmonella arizonae from other salmonellae,plating medium for differentiation salmonella arizonae specialisation from other salmonellae
5,l methionine as an ethylene precursor in saccharomyces cerevisiae,l methionine an ethylene in saccharomyces cerevisiae
5,on the mode of action of a new antifungal antibiotic aculeacin a inhibition of cell wall synthesis in saccharomyces cerevisiae,on the mode of action of a novel fungicidal antibiotic aculeacin a inhibition of cellular telephone wall synthesis indiana saccharomyces cerevisiae
5,physiology and biochemistry of streptomycetes xi different incorporation of d glucose u 14c into the paromomycin isomers and the precursors of paromomycin i,physiology iodin and biochemistry of streptomycetes xi different incorporation of isomer deoxycytidine monophosphate d glucose u c into the paromomycin isomers and the precursors of uracil paromomycin i
5,effects of ethylene on the metabolism of saccharomyces cerevisiae,effects of ethylene on the metabolism of saccharomyces along cerevisiae
5,apparent half lives of sugar transport proteins in saccharomyces cerevisiae,apparent half lives of sugar transport aliveness proteins protein in saccharomyces cerevisiae
5,promoter and attenuator related metabolic regulation of the salmonella typhimurium histidine operon,typhimurium related attenuator and metabolic regulation of the salmonella promoter histidine operon
